"MasterUID
ROP3_AGWM CountryCode_PEID",CrossReference,AGWM CountryCode,WAGF Region,WAGF BLOCK,WAGF MEMBER,WAGF_UID,AGWM Country Name,AGWM Area,AGWM Region,IMB UID,FID,PEID,PGID,Status,Name,NmDisp,NmAlt,ISOalpha3,Ctry,Regn,RegnSub,ROG,AffCd,Aff,PeopleDesc,LocationDe, Pop ,PopCls,EvngLvl,CongExst,Plnting,EngStat,GSEC,GSECbrf,GSEClng,SPI,SPIdesc,ROL,Lang,LangFamily,ROR,Rlgn,RORdesc,Rlgn_AGWM Region,AGWM Religion Breakdown,ROR3,RlgnBs,ROR4,RlgnDiv,ROP3,PplNm,ROP25,Ethne,ROP2,PplClstr,ROP1,Affbloc,Bible,Jesus,Radio,Gospel,Audio,Stories,ResTot,LvlBible,YrPub,PicCrdt,PicURL,Photo,Indigenous,Latitude,Longitude,Location
,,,,,,,,,,,,,,,Khmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100005,Udjir,302048,Dhamin,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Phongku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110361,Katokim,304229,Korubo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Thet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118412,"Guajibo, Agualinda",301850,"Cubeo (Kubeo, Cuveo)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Komodo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100123,Shabo,307437,Sharanahua,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Gberi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108891,Cherua,303512,Kaixana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Arain (Dogri),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111779,Kobari,300246,Amaruwa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Patni Jamat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117810,Mhalo,305813,Nairi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Koiren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117817,Mon,306414,Pagativesagallu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115286,Baret,303208,Indo-Vietnamese,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Koosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115251,Arayavathi,307873,Takari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111348,Phongset,308031,Tchaho,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Lahangir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119529,Pong Poong,301416,Brokkat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dosali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119536,Maleng,306209,Nurang,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nagbansi (Dogri),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111241,Atruahi,300473,Arawete,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sanei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100603,Koiupanka,303719,Karapana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mandali Muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116104,Kasanga,304349,Kuliya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Manmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104702,Yagua,306437,Pakhimara,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Guam Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110919,Dalang,302066,Dhed,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Phuthai Angkham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119443,Binga,307737,Puroik,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Poumong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116105,Malayalar,304155,Komfana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113043,Waza,300466,Arapaso,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113881,Naqqas,308872,Xoco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Dutch Antillean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118671,Padiar,302604,Gaviao,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Saint Lucian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113281,Vyapari,304616,Laskari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Baha'i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113873,Putliwale,307547,Sinduria,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Wayanad Pathiyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113396,Bilaspuri,308586,Velip,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mundapotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111620,Kepmaris,303895,Ker,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Barot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112488,Padigarajulu,307821,Tongewalle / Tagewale,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Chaudangsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113360,Bauti,307050,Royma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Gaisu, Western",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111480,Khatavueng,307175,Samaritan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119515,Pong Seng,306821,Pubiao,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Luzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119538,Halang,305923,Nawa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111234,Lawi,305719,Mura-Piraha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ta'er,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105685,Katong,306802,Poturu (Zoe),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf Icelander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117160,Lola,301372,Boor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ta-Oy Tamla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113965,Matangi,301149,Bhatu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Makalu Sherpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112873,Chakkyar Nambiyar,303044,Hingorza,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Roshor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118905,Chakkiyar,305714,Muong,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Baisya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118627,Vettiyan,300881,Baras,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Wagheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113856,Borpi,308411,Txikao,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Thoraiyar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117780,Anuppan,308764,Waura,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Patel, Muslim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111325,Sayankulam,307777,Suya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sandhai Muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113542,Kundavadiga,301594,Carijona,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Raysipotra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112481,Berua,302473,Gabare,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nyahkur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111524,Kudimahan,303043,Hingora,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mpi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118886,Doupo,300454,Arakala,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Koda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114045,Yari,303351,Jaweri,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Pahari Nagarkoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110988,Sishgar,301652,Chamadollu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kalanadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118992,Kakmara,303918,Khadim,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mangnyar Muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117772,Golarana,306272,O'Du,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Rujjhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112053,Thai Ae,306803,Pouhoy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Nat (Baghelkhandi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119549,Kate,305391,Mendriq,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Vipravinodulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115198,Tamoy,302844,Gujarati,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Tirugatigantla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109793,Kaxuyana,300596,Aweti,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mutwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104713,Shikari,300469,Arara,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Cejara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115552,Hiranbaj,303227,Irantxe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bogol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112227,Ta-Oy Ralok,301546,Cabiyari (Kawiyari),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Adi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119546,Arem,300463,Arandan (Aranadan),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Oy Kamsang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100487,Taket,308112,Thandan Palakkad,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109741,Kongsat,303340,Jarawa (India),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Maslam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105183,Liabuku,300992,Bayil Kammara,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Wayampi Amapari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105749,Lahanan,302667,Ghantiya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dumaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105570,Temoq,308293,Tsaatan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Cheintz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109941,Lunape,304281,Krenak,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115329,Kalapalo,305174,Mapoyo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Soria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114896,Yawanawa,300157,Ajja / Aja (South Sudan),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Garvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111012,Apiaká,309023,Yite,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Godari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100415,Betoye,306620,Patni Vankar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Galwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116028,Shani,307763,Surel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Caki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108911,"Kwegu, Bacha",308981,"Yawalapiti, Walapiti",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Sabakhia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113930,Koyava,303836,Kaxixo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Pomla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112656,Pankhiya,300235,Amahuaca (Amawaka),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113098,Wayanadan Kader,303116,Hupdah,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kiribati Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117852,Baida,302218,Dulbu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ta-Oy Pras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118715,"Samadu, Eastern",300834,Bangti,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Phutai Kata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114300,Tingui-Boto,306614,Patinaikan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Salao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110070,Kuikuro,309259,Kinsiu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Tai Sam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105354,Tuyuka,306425,Paiaku,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Emok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110337,Eastern Tunebo,307165,Saluma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Javaé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102863,Osatu,308261,Tora,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Cayubaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107694,Ghihara,305249,Masiguare,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Amazigh, Tidikelt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118738,Majothi,305562,Molo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ganz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113002,Irika,305014,Malai Vellala,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Durga Murga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112277,Bajandar,308966,Yatagiri,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Khatbune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118634,Theba,300688,Bagti,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Byadh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113773,Yerong,301879,Dafer,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Namdagur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111041,Katu Hanna,308849,Xambioa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Cingatanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119513,Tai Laan,306267,Ocaina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Tambiran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109714,Mujavar,300555,Atollu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Valinjiyar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119477,Vellayan Kuppam Padaiyachi,307127,Sain,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Urindavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113863,Murhid,305142,Manjygur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kambodia Bhagat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113155,Muttatu,307068,Runwala,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dhekaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113167,Gadhai,301083,Berad,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Katesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112071,Daityapati,307067,Runjalavallu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kallattu Kurup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111874,Khowa,305369,Mehinaku,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kasseng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112536,Galada Konkani,301521,Buso,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Abai Sungai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112115,Gagra,301589,Carabayo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Ujir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112026,Kankali,303425,Juneja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Katokinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112587,Gadhia,302075,Dhola,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Macaguan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112019,Shabdakar,300620,Ayri,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Grenada Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117760,Kuluvan,305882,Nar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf of US Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117763,Rathodia,300283,Amundava,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Deaf of St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113473,Gantisayebulu,300948,Batahira (Bathari),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Aruba Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112069,Masku,302490,Gadihar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Shabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112870,Chengazhi Nambiyar,304090,Kocu Wellan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Cherua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111776,Chitrakathi,308498,Uru-Pa-In,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kobari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118911,Bora Kuthliya,300546,Asurini,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mhalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111493,Matak,305271,Matipu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Mon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112872,Xingmoun Kor,303126,"Iapama, Apama",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Baret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119542,Chong,308624,Visavan / Vishavan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Arayavati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102183,Pu Peo,304990,Makuna,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Jersey Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105647,Guato,305804,Nahukwa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Micronesian Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103511,Siriano,308769,Wayoro / Ajuru,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Tonga Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109330,Pira-Tapuia,306093,Nimbari (Nyam),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Phongset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108050,Cuiba,306331,Onge,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Pong Poong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102327,Kidaran,307141,Sakiriabar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Maleng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112552,Liari,306621,Pato Tapuia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Waimiri-Atroari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112758,Nanjil Mudali,307772,Suruwaha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Koiupanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113249,Munnewar,307958,Tapayuna,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kasanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113074,"Hajjam, Assamese",305976,Negarote / Maimande,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Yagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118644,Depala,307091,Sabanes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Antigua Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111914,Narsanna,306472,Pam,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Dalang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113263,Gudugudupandi,303348,Jatigar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Binga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118925,Bhopa,301591,Chari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Malayalar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118872,Guddi Eluguvallu,307214,Sangharia / Sagharia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Waza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118924,Thoubalkonou,302046,Dhal Kstriya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Naqqas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113884,Tharua,302680,Ghogia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Padiyar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113783,Mondiwar,300368,Anwal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Vyapari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113175,Guaigun,300295,Anambe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Putliwale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114073,Ole,300241,Amanaye,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bilaspuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116347,Pemon,305495,Miriti-Tapuia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Kepmari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107967,"Yaminahua, Jaminawa",304883,Macaguaje,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Padigarajulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110961,Guanaca,305766,Na,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Bauti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115637,Harasi,305452,Miguba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Khatavueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103714,"Brahmin, Andamani",308292,Trumai,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Pong Seng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118722,Banai,303267,Itogapuk,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Salang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117757,Khaskeli,306556,Paranawat,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Lawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112673,Bafan,308480,Uraparaquara,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Katong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111405,Siviar,302089,Diahoi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Lola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118848,Beidongnuo,305611,Morerebi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Matangi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114007,Tai Doi,308879,Yabaana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Cakkyar Nambiyar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111244,Katukina,309297,Naruvotu,,,,,,,,,,,,,,,,,,,,
