OBJECTID,PEID,PGID,Name,NmDisp,NmAlt,ISOalpha3,Ctry,Regn,RegnSub,ROG,AffCd,Aff,PeopleDesc,LocationDesc,Pop,PopCls,EvngPct,EvngLvl,CongExst,Plnting,EngStat,GSEC,GSECbrf,GSEClng,SPI,SPIdesc,LPI,LPIname,LPIdesc,ROL,Lang,LangFamily,LangClass,LangSpkrs,ROR,Rlgn,RlgnAdher,RORdesc,RlgnBs,ROR4,ROR3,RlgnDiv,ROP3,PplNm,ROP25,Ethne,ROP2,PplClstr,ROP1,Affbloc,Bible,Jesus,Radio,Gospel,Audio,Stories,ResTot,LvlBible,YrPub,PicCrdt,PicURL,Photo,Indigenous,Latitude,Longitude,PeopleSearch,UpdatedDate
,,PG011060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9383,13.58108,Seke of Vanuatu (PG011060),2025-05-19T03:04:37.256+00:00
,,PG010760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.245569,10.769807,Hoava of the Solomon Islands (PG010760),2025-05-19T03:04:40.636+00:00
,,PG007779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.282099,18.113383,Surigaonon of the Philippines (PG007779),2025-05-19T03:04:43.67+00:00
,,PG008259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.606121,14.94341,Tubuaian of French Polynesia (PG008259),2025-05-19T03:04:47.41+00:00
,,PG006684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.81169,24.199236,Bela of China (PG006684),2025-05-19T03:03:14.796+00:00
,,PG000450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.914217,11.578842,Lule Saami of Norway (PG000450),2025-05-19T03:03:48.736+00:00
,,PG007320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.271605,23.09079,Mulao of China (PG007320),2025-05-19T03:04:21.143+00:00
,,PG006731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.74158,16.360518,E of China (PG006731),2025-05-19T03:04:32.86+00:00
,,PG006674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.915276,24.188404,Sanjiang Baheng of China (PG006674),2025-05-19T03:04:42.406+00:00
,,PG006694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.13157,16.377891,Bonan of China (PG006694),2025-05-19T03:04:03.526+00:00
,,PG007398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.77566,-8.680706,Tanglang of China (PG007398),2025-05-19T03:04:25.156+00:00
,,PG006701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.183662,26.551273,Bunu of China (PG006701),2025-05-19T03:03:00.233+00:00
,,PG007301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.971406,16.39458,Mili of China (PG007301),2025-05-19T03:03:15.136+00:00
,,PG006678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.173625,16.3154,Baima of China (PG006678),2025-05-19T03:03:38.466+00:00
,,PG006752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.178677,16.290218,Guiqiong of China (PG006752),2025-05-19T03:03:48.99+00:00
,,PG007219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.886931,13.33172,Buyuan Jino of China (PG007219),2025-05-19T03:03:54.493+00:00
,,PG006703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.268005,28.168608,Bunuo of China (PG006703),2025-05-19T03:04:08.926+00:00
,,PG007438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.166999,4.354067,Yanghuang of China (PG007438),2025-05-19T03:04:22.9+00:00
,,PG006682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.188127,44.912344,Beidalao of China (PG006682),2025-05-19T03:04:24.49+00:00
,,PG006673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.578469,11.255434,Liping Baheng of China (PG006673),2025-05-19T03:04:29.71+00:00
,,PG006686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.375704,4.480362,Biao Mien of China (PG006686),2025-05-19T03:04:41.276+00:00
,,PG006710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.822406,44.852722,Chesu of China (PG006710),2025-05-19T03:04:44.613+00:00
,,PG007356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.671244,13.376576,Purik of China (PG007356),2025-05-19T03:04:52.29+00:00
,,PG006700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.776521,13.0165,Bunan of China (PG006700),2025-05-19T03:04:53.133+00:00
,,PG006680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.922788,29.485224,Baonuo of China (PG006680),2025-08-05T12:56:57.147+00:00
,,PG007251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.680055,24.872207,Lawu of China (PG007251),2025-05-19T03:02:47.436+00:00
,,PG006741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.470203,24.202,Gelao of China (PG006741),2025-05-19T03:02:52.153+00:00
,,PG017420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.813954,25.288571,Ryukyuan of Bolivia (PG017420),2025-05-19T03:03:15.586+00:00
,,PG006670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.819229,24.129605,Axi of China (PG006670),2025-05-19T03:03:24.073+00:00
,,PG011171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.271338,24.145098,Laha of Vietnam (PG011171),2025-05-19T03:03:28.863+00:00
,,PG009222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.833,9.953649,Butonese of Malaysia (PG009222),2025-05-19T03:03:31.436+00:00
,,PG001240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.703252,8.456653,Tseku of Bhutan (PG001240),2025-05-19T03:03:50.176+00:00
,,PG007369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.957866,2.35509,Queyu of China (PG007369),2025-05-19T03:03:58.71+00:00
,,PG011035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.952379,16.369946,Nasarian of Vanuatu (PG011035),2025-05-19T03:04:00.87+00:00
,,PG006695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.567913,7.471085,Tongren Bonan of China (PG006695),2025-05-19T03:04:08.736+00:00
,,PG008209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.402565,2.494915,Bukabukan of Cook Islands (PG008209),2025-05-19T03:04:13.616+00:00
,,PG000314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.782219,5.570605,Austrians of Italy (PG000314),2025-05-19T03:04:20.456+00:00
,,PG007453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.215551,5.982102,Zauzou of China (PG007453),2025-05-19T03:04:30.8+00:00
,,PG011027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.511364,13.99507,Mosin of Vanuatu (PG011027),2025-05-19T03:04:41.956+00:00
,,PG000890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.87162,8.50856,Carpathian Romani of Romania (PG000890),2025-05-19T03:04:45.743+00:00
,,PG009614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.641917,5.995491,Bukabukan of New Zealand (PG009614),2025-05-19T03:04:58.206+00:00
,,PG006726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.496047,1.918611,Northern Dong of China (PG006726),2025-05-19T03:03:02.456+00:00
,,PG000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.58749,4.403815,Karelians of Finland (PG000113),2025-05-19T03:03:06.513+00:00
,,PG008251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.412298,6.81777,Pukapukan of French Polynesia (PG008251),2025-05-19T03:03:54.746+00:00
,,PG015468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.512966,6.71187,Han Chinese of Reunion (PG015468),2025-05-19T03:04:14.916+00:00
,,PG007319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.902732,2.44546,Southern Muji of China (PG007319),2025-05-19T03:04:19.1+00:00
,,PG011050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.819961,4.3649,Piamatsina of Vanuatu (PG011050),2025-05-19T03:02:39.13+00:00
,,PG011198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.19303,4.312074,Phula of Vietnam (PG011198),2025-05-19T03:02:40.686+00:00
,,PG009444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.76248,-0.615502,Hrangkhol of Myanmar (PG009444),2025-05-19T03:03:13.863+00:00
,,PG006725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.49561,151.136259,Dianbao of China (PG006725),2025-05-19T03:03:16.406+00:00
,,PG007428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8124,-3.679178,Xi of China (PG007428),2025-05-19T03:03:18.576+00:00
,,PG007308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.834849,11.110777,Cona Monba of China (PG007308),2025-05-19T03:03:18.98+00:00
,,PG007236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.819896,-6.315264,Ladakhi of China (PG007236),2025-05-19T03:03:21.1+00:00
,,PG006722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.870624,18.028704,Geman Deng of China (PG006722),2025-05-19T03:03:27.523+00:00
,,PG006698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.424947,-0.35612,Bugan of China (PG006698),2025-05-19T03:03:32.293+00:00
,,PG007309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.099613,11.904798,Medog Monba of China (PG007309),2025-05-19T03:03:50.23+00:00
,,PG007212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.33366,30.532476,Japanese of China (PG007212),2025-05-19T03:04:01.923+00:00
,,PG007343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.280282,24.8904,Olot of China (PG007343),2025-05-19T03:04:22.043+00:00
,,PG007269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.452167,1.60125,Long of China (PG007269),2025-05-19T03:04:22.076+00:00
,,PG007254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.709752,12.975123,Bogar Lhoba of China (PG007254),2025-05-19T03:04:34.196+00:00
,,PG006657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.388023,1.51829,Ai-Cham of China (PG006657),2025-05-19T03:04:45.71+00:00
,,PG011116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.28505,28.783872,Cacgia Roglai of Vietnam (PG011116),2025-05-19T03:04:50.853+00:00
,,PG010807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.54865,17.0681,Tavula of the Solomon Islands (PG010807),2025-05-19T03:02:47.693+00:00
,,PG011186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.57641,23.717,Ngai of Vietnam (PG011186),2025-05-19T03:03:23.64+00:00
,,PG011200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.48936,16.341837,Phu Thai of Vietnam (PG011200),2025-05-19T03:03:42.366+00:00
,,PG000488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.028346,8.955481,Japanese of Portugal (PG000488),2025-10-31T16:37:40.408+00:00
,,PG011221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.5752,151.208276,Sila of Vietnam (PG011221),2025-05-19T03:03:48.266+00:00
,,PG008243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.02,151.230345,Wallisians of Fiji (PG008243),2025-05-19T03:03:53.71+00:00
,,PG015362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.222999,9.159968,Han Chinese (Hakka) of Mauritius (PG015362),2025-05-19T03:03:55.746+00:00
,,PG000548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.012666,-49.284795,Croats of Sweden (PG000548),2025-05-19T03:04:03.85+00:00
,,PG000167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.829195,178.437194,Japanese of France (PG000167),2025-05-19T03:04:10.273+00:00
,,PG011089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.921345,160.7285,Vao of Vanuatu (PG011089),2025-05-19T03:04:13.44+00:00
,,PG015656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.58951,167.174,Han Chinese (Cantonese) of Zimbabwe (PG015656),2025-10-31T16:33:22.924+00:00
,,PG010918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.43433,160.96526,Tai Long of Thailand (PG010918),2025-05-19T03:04:24.72+00:00
,,PG007979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.119901,157.0835,Maltese of Australia (PG007979),2025-05-19T03:04:29.87+00:00
,,PG007977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8225,156.5823,Malays of Australia (PG007977),2025-05-19T03:04:50.05+00:00
,,PG006721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.878,160.7461,Darang Deng of China (PG006721),2025-05-19T03:04:50.793+00:00
,,PG009374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.93744,156.6371,Yacan of Malaysia (PG009374),2025-05-19T03:04:55.416+00:00
,,PG010906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0636,158.4405,Phunoi of Thailand (PG010906),2025-10-31T16:59:35.762+00:00
,,PG006375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.1714,157.8224,Ladakhi of Pakistan (PG006375),2025-05-19T03:03:09.433+00:00
,,PG011236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5532,156.9712,Tho of Vietnam (PG011236),2025-05-19T03:03:12.663+00:00
,,PG011178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8862,156.54142,Tai Lu of Vietnam (PG011178),2025-05-19T03:03:18.933+00:00
,,PG000251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5636,165.779,Latvians of Germany (PG000251),2025-05-19T03:03:49.25+00:00
,,PG008246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5533,160.0623,Han Chinese (Hakka) of French Polynesia (PG008246),2025-05-19T03:04:11.533+00:00
,,PG009626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8697,160.653,Japanese of New Zealand (PG009626),2025-05-19T03:04:33.94+00:00
,,PG010691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.26947,159.60339,Buginese of Singapore (PG010691),2025-05-19T03:04:43.92+00:00
,,PG010783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.8207,161.5269,Nembao of the Solomon Islands (PG010783),2025-05-19T03:04:49.226+00:00
,,PG015504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5034,166.9537,Han Chinese of South Africa (PG015504),2025-05-19T03:02:35.04+00:00
,,PG010730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.663,168.82,Asumbua of the Solomon Islands (PG010730),2025-05-19T03:03:02.133+00:00
,,PG010725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.38855,159.94372,Anuta of the Solomon Islands (PG010725),2025-05-19T03:03:04.39+00:00
,,PG010980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.6789,168.296014,Butmas-Tur of Vanuatu (PG010980),2025-05-19T03:03:11.176+00:00
,,PG010803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.6796,168.04551,Talise of the Solomon Islands (PG010803),2025-05-19T03:03:51.81+00:00
,,PG010997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.302,167.77966,Koro of Vanuatu (PG010997),2025-10-30T18:21:23.597+00:00
,,PG010766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.431462,166.55592,Kusaghe of the Solomon Islands (PG010766),2025-05-19T03:04:32.393+00:00
,,PG010779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.337083,162.0138,Mono of the Solomon Islands (PG010779),2025-05-19T03:04:43.47+00:00
,,PG009087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.30825,169.26061,Han Chinese of Kiribati (PG009087),2025-05-19T03:02:43.953+00:00
,,PG010735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.49524,168.27482,Bareke-Vangunu of the Solomon Islands (PG010735),2025-10-31T16:47:53.067+00:00
,,PG011086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.13907,167.23918,Ureparapara of Vanuatu (PG011086),2025-05-19T03:03:02.506+00:00
,,PG010806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.5366,125.49902,Tanimbili of the Solomon Islands (PG010806),2025-05-19T03:03:08.13+00:00
,,PG010812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.4763,108.35351,Ugele of the Solomon Islands (PG010812),2025-05-19T03:03:26.16+00:00
,,PG010794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.68407,15.945,Russel Islanders of the Solomon Islands (PG010794),2025-05-19T03:04:09.47+00:00
,,PG011059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.09027,108.8486,Samoans of Vanuatu (PG011059),2025-05-19T03:04:12.153+00:00
,,PG000420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84903,166.946,Koreans of the Netherlands (PG000420),2025-05-19T03:04:21.573+00:00
,,PG007526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.39385,120.63753,Koreans of Taiwan (PG007526),2025-05-19T03:04:22.256+00:00
,,PG010710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.8871,168.18653,Koreans of Singapore (PG010710),2025-05-19T03:02:43.21+00:00
,,PG017246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.19672,169.078628,Koreans of Paraguay (PG017246),2025-05-19T03:02:49.44+00:00
,,PG016974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.632,167.41511,Koreans of Brazil (PG016974),2025-10-30T18:20:30.307+00:00
,,PG000650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.47098,13.381982,Koreans of the United Kingdom (PG000650),2025-05-19T03:03:08.11+00:00
,,PG000249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.82653,168.3153,Koreans of Germany (PG000249),2025-05-19T03:03:13.67+00:00
,,PG015382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.637699,167.3303,Koreans of Mozambique (PG015382),2025-05-19T03:03:25.116+00:00
,,PG000171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.13309,167.483973,Koreans of France (PG000171),2025-05-19T03:04:05.543+00:00
,,PG010745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.525204,167.354515,Dorio of the Solomon Islands (PG010745),2025-05-19T03:04:18.673+00:00
,,PG009563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.7102,161.4613,Tuvuluan of Nauru (PG009563),2025-05-19T03:04:29.043+00:00
,,PG009561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.06954,93.6778,Marshallese of Nauru (PG009561),2025-05-19T03:04:44.273+00:00
,,PG008212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.559585,160.704209,Niueans of Cook Islands (PG008212),2025-10-31T16:50:12.078+00:00
,,PG015458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.036807,102.239757,Ngangela of Namibia (PG015458),2025-05-19T03:02:55.226+00:00
,,PG007303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5167,101.86,Minglang of China (PG007303),2025-05-19T03:02:58.786+00:00
,,PG011102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1624,106.288066,Wetamut of Vanuatu (PG011102),2025-05-19T03:03:54.37+00:00
,,PG009089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.724356,104.897175,Tuvaluan of Kiribati (PG009089),2025-05-19T03:04:00.736+00:00
,,PG010934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.081923,105.902136,Western Bru of Thailand (PG010934),2025-05-19T03:04:06.736+00:00
